template-history:10110200558	Skill11 Fin Mix	スキル11フィンミックス
template-history:10110200560	Skill11 Charge	スキル11 チャージ
template-history:10110200572	Ring Drum Phase 11	リングドラム フェーズ 11
template-history:10110200615	Kun Moves 11	クンの動き 11
template-history:10110200616	Statue Rectangle 11	像の長方形 11
template-history:10110200617	Statue Laser 11	像レーザー 11
template-history:10110200618	Continuous Ring Drum 11	連続リングドラム 11
template-history:10110200619	Strike Ring Drum 11 Times	リングドラムを11回叩く
template-history:10110200620	Spotlight 11	スポットライト 11
template-history:10110200625	11 Simultaneous Shockwaves	11同時衝撃波
template-history:10110200628	Piccolo Targets 11 Players	ピッコロが11人を対象
template-history:10110200675	Gift of the Underworld 11	冥界の贈り物 11
template-history:10110200676	Shadow Siphon11	シャドウサイフォン11
template-history:10110200677	Funeral Beat11	フューネラルビート11
template-history:10110200728	11-Pound Dynamite	11ポンドダイナマイト
template-history:10110200744	Fire11-Rapid	ファイア11-ラピッド
template-history:10110200824	Dummy Hits Self11%	ダミーが自身に11%命中
template-history:10110200983	Stinger Barrage11	スティンガーバラージ11
template-history:10110201276	Test Transform11	テスト変身11
template-history:10110201295	Pyroblast11	パイロブラスト11
template-history:10110201296	Lava Heat Wave11	溶岩熱波11
template-history:10110201297	Summon Thief Bug11	盗蟲11を召喚
template-history:10110201330	Blade Mountain-Ring-11	ブレードマウンテン・リング・11
template-history:10110201331	Blade Mountain-Ring-11-Alternate	ブレードマウンテン-リング-11-別版
template-history:10110201332	Blade Mountain-Rectangle-11	ブレードマウンテン-長方形-11
template-history:10110201333	Blade Mountain-Rectangle-11-Alternate	ブレードマウンテン-長方形-11-派生
template-history:10110201338	Rockbreaker11	ロックブレイカー11
template-history:10110201341	Mark Target11	ターゲットマーク11
template-history:10110201361	Ghost Ship Grand Charge Horizontal11	ゴーストシップグランドチャージ横11
template-history:10110201362	Ghost Ship Grand Charge Vertical11	ゴーストシップグランドチャージ縦11
template-history:10110201368	Drake Water Blade11	ドレイクウォーターブレード11
template-history:10110201369	Falling Explosive Barrels 11 sec.	落下爆発樽 11秒
template-history:10110201372	Beehive Throw11	ハチの巣投げ11
template-history:10110201373	Swarming Bees11	蜂群11
template-history:10110201374	Falling Beehive11	落下する蜂の巣11
template-history:10110201375	Hornet Assault11	ホーネットアサルト11
template-history:10110201377	Animation Only (Phase 11	アニメーションのみ（フェーズ 11
template-history:10110201378	Enter Stealth in Phase 11	フェーズ11でステルス状態になる
template-history:10110201390	Stone Pillar11 (Deprecated)	石柱11（廃止予定）
template-history:10110201398	Player Link11	プレイヤーリンク11
template-history:10110201399	Link Distance Check11	リンク距離チェック11
template-history:10110201400	Silk Spit11	シルクスピット11
template-history:10110201401	Sandstorm11	砂嵐11
template-history:10110201402	New Ultimate11	新アルティメット11
template-history:10110201408	Stone Glyph Slash11	ストーングリフスラッシュ11
template-history:10110201409	Silk Spit11 Players	シルクスピット11 プレイヤー
template-history:10110201410	Link Red Status Check11	リンクレッド状態チェック11
template-history:10110201424	Bandage Lash11	包帯ラッシュ11
template-history:10110201425	Horong Split11	ホロンスプリット11
template-history:10110201426	Dark Pulse11	ダークパルス11
template-history:10110201428	Summon Horong11	ホロン召喚11
template-history:10110201434	Cooldown Placeholder Skill11 sec.	クールダウン用プレースホルダースキル11秒
template-history:10110201443	Coffin Eruption11	コフィンエラプション11
template-history:10110201449	Coffin Restraint11Remove Stealth	棺拘束11ステルス解除
template-history:10110201462	Bandage Ambush11	包帯奇襲11
template-history:10110201476	Moonlight Flower Bell Incoming11	月夜花ベル接近11
template-history:10110201486	P11 Launches 22 Bubbles Every 33s	P11が33秒ごとに22個のバブルを発射
template-history:10110201487	EsteP11 Random Bubbles	EsteP11 ランダムバブル
template-history:10110201489	Add 11 Different-Color Bubbles Side by Side	異なる色のバブルを11個横並びで追加
template-history:10110201499	Create 11 Grid Bubbles	11個のグリッドバブルを生成
template-history:10110201500	Create 11 Homing Bubbles	追尾バブルを11個生成
template-history:10110201501	Create 11 Different-Color Cross Bubbles	異色クロスバブルを11個生成
template-history:10110201502	Create 11 Same-Color Cross Bubbles	同色クロスバブルを11個生成
template-history:10110201507	Send Stage Message11	ステージメッセージ送信11
template-history:10110201512	Normal Attack11	通常攻撃11
template-history:10110201517	P11 Applies Buff	P11 バフ付与
template-history:10110201518	Straight-Line Bubble Action11	直線バブルアクション11
template-history:10110201519	P11 Action	P11 アクション
template-history:10110201520	P11 Red Bubble	P11 レッドバブル
template-history:10110201521	P11 Yellow Bubble	P11 イエローバブル
template-history:10110201522	P11 Blue Bubble	P11 青バブル
template-history:10110201523	P11 Green Bubble	P11 緑バブル
template-history:10110201528	P11 Red Bubble22	P11 レッドバブル22
template-history:10110201529	P11 Yellow Bubble22	P11 イエローバブル22
template-history:10110201530	P11 Blue Bubble22	P11 ブルーバブル22
template-history:10110201531	P11 Green Bubble22	P11 グリーンバブル22
template-history:10110201539	Create 11 Ground Bubbles	地上バブルを11個生成
template-history:10110201540	Create 11 Differently Colored Homing Bubbles	異なる色の追尾バブルを11個生成
template-history:10110201541	Create 11 Same-Color Homing Bubbles	同色追尾バブルを11個生成
template-history:10110201543	11 Color Tracks 22 Players	11色の軌跡で22人を追跡
template-history:10110201557	Tile-Occupying Derived Skill11	タイル占有派生スキル11
template-history:10110201566	Skill11_Flash Bomb (Variant) Targeting	スキル11_フラッシュボム（派生）ターゲティング
template-history:10110201567	Skill11_Flash Bomb (Variant) Damage	スキル11_フラッシュボム（派生）ダメージ
template-history:10110201568	Skill11_Summon X22 Cross Compression Zone	スキル11_X22クロス圧縮ゾーン召喚
template-history:10110201569	Skill11_Summon X Cross22 Compression Zone	スキル11_Xクロス22圧縮ゾーン召喚
template-history:10110201570	Skill11_Summon Eight-Way Compression Zone	スキル11_八方向圧縮ゾーン召喚
template-history:10110201571	Skill11_Flash Bomb Hell Mode	スキル11_フラッシュボム ヘルモード
template-history:10110201572	Rhythmic Moonlit Challenger11s	リズミック・ムーンリットチャレンジャー11s
template-history:10110201573	Skill11_Dance Machine_New	スキル11_ダンスマシン_New
template-history:10110201574	Skill11_Player Transforms into Dancing NPC	スキル11_プレイヤーがダンスNPCに変身
template-history:10110201575	Skill11_Play VFX When Dancing NPC Exits	スキル11_ダンスNPC退出時VFX再生
template-history:10110201579	Create Interaction Magic Circle11	インタラクション魔法陣を生成11
template-history:10110201580	Create Interaction Magic Circle (Deformed)11	インタラクション魔法陣（変形）を生成11
template-history:10110201583	Skill11(New)_Summon Compression Zone	スキル11(新)_圧縮ゾーン召喚
template-history:10110201584	Skill11_Hell Mode22	スキル11_ヘルモード22
template-history:10110201585	Skill11(New)_Compression Zone Damage	スキル11(新)_圧縮ゾーンダメージ
template-history:10110201586	Skill11_Summon Cross Compression Zone	スキル11_クロス圧縮ゾーン召喚
template-history:10110201587	Skill11_Cross Compression Zone Player Damage	スキル11_クロス圧縮ゾーン・プレイヤーダメージ
template-history:10110201588	Skill11_Summon X-Shaped Compression Zone	スキル11_X字圧縮ゾーン召喚
template-history:10110201589	Skill11_Hard Mode22	スキル11_ハードモード22
template-history:10110201590	Skill11_Summon Circle22+Transform+Circle-Stepping Interaction Skill	スキル11_召喚サークル22+変身+サークル踏破インタラクションスキル
template-history:10110201591	Skill11_Summon Circle22	スキル11_召喚サークル22
template-history:10110201592	Skill11_Remove Circle-Stepping Interaction Skill	スキル11_円周踏みインタラクションスキル解除
template-history:10110201593	Skill11Charge Up	スキル11チャージアップ
template-history:10110201594	Skill11Multihit Charge Up	スキル11マルチヒットチャージ
template-history:10110201595	Skill11Super Multihit Charge Up	スキル11スーパー・マルチヒットチャージ
template-history:10110201596	Skill11Shout	スキル11シャウト
template-history:10110201597	Skill11Shout22	スキル11シャウト22
template-history:10110201598	Skill11Meteor Shower	スキル11メテオシャワー
template-history:10110201599	Skill11Meteor Shower22	スキル11メテオシャワー22
template-history:10110201600	Skill11Melodic Flame22	スキル11メロディックフレイム22
template-history:10110201601	Skill11Call22	スキル11コール22
template-history:10110201602	Skill11Memory Game	スキル11メモリーゲーム
template-history:10110201603	Skill11Memory Game_Magic Circle Skill	スキル11メモリーゲーム_魔法陣スキル
template-history:10110201604	Skill11Drumbeat Cage	スキル11ドラムビートケージ
template-history:10110201605	Skill11Drumbeat Cage_Area Knockback	スキル11ドラムビートケージ_範囲ノックバック
template-history:10110201606	Skill11Intoxication	スキル11酩酊
template-history:10110201607	Skill11Enrage Countdown	スキル11激怒カウントダウン
template-history:10110201608	Skill11Phase Transition Performance	スキル11フェーズ遷移演奏
template-history:10110201616	Normal Attack_11	通常攻撃_11
template-history:10110201617	Triple Strike_11	トリプルストライク_11
template-history:10110201623	Skill11	スキル11
template-history:10110201624	Skill11	スキル11
template-history:10110201625	Skill11 Variant	スキル11バリエーション
template-history:10110201629	Linked Skill Variant11	リンクスキル派生11
template-history:10110201630	Normal Attack11	通常攻撃11
template-history:10110201632	Knight Note11	ナイトノート11
template-history:10110201633	Crusader Note11	クルセイダーノート11
template-history:10110201634	Mage Note11	メイジノート11
template-history:10110201635	Hunter Note11	ハンターノート11
template-history:10110201647	Priest Note11	プリーストノート11
template-history:10110201648	Assassin Note11	アサシンノート11
template-history:10110201649	Merchant Note11	マーチャントノート11
template-history:10110201755	S11Axe Tornado Invincible Whirlwind	S11アックストルネード無敵旋風
template-history:10110201756	S11Cannon Pursuit	S11キャノン追尾
template-history:10110201757	S11Soul Burst	S11ソウルバースト
template-history:10110201758	S11Vulcan Cannon22	S11バルカンキャノン22
template-history:10110201759	S11Cannon	S11キャノン
template-history:10110201760	S11Cannon Enhance22	S11キャノン強化22
template-history:10110201761	S11Flamethrower	S11火炎放射
template-history:10110201762	S11High-Energy Impact	S11ハイエナジーインパクト
template-history:10110201763	S11High-Energy Pulse	S11ハイエナジーパルス
template-history:10110201764	S11Crescent Moonblade	S11クレセントムーンブレード
template-history:10110201765	S11Demonic Roar	S11魔の咆哮
template-history:10110201771	S11Black Phantom Void	S11ブラックファントムヴォイド
template-history:10110201772	S11Cross Ripper Slasher Frenzy	S11クロスリッパースラッシャー・フレンジー
template-history:10110201773	S11Rolling Blade Barrage	S11ローリングブレード連撃
template-history:10110201778	S11Shadow Loop	S11シャドウループ
template-history:10110201780	S11Flowing Shadow	S11フローイングシャドウ
template-history:10110201781	S11Thousand Shadows	S11サウザンドシャドウ
template-history:10110201782	S11Shadow Guard	S11シャドウガード
template-history:10110201783	S11Piercing Shadow	S11ピアシングシャドウ
template-history:10110201784	S11Camouflage Enhance Dragon	S11カモフラージュ強化ドラゴン
template-history:10110201786	Crimson Rock Lv.11	クリムゾンロック Lv.11
template-history:10110201794	Coffin Eruption11	コフィンエラプション11
template-history:10110201849	Passive Skill11	パッシブスキル11
template-history:10110201850	Active Skill11	アクティブスキル11
template-history:10110300000	Call down an Angel's blessing, increasing STR, DEX, and INT by 11 for you and up to 22 allies within a 33-meter radius for 44 seconds.	天使の祝福を祈り求め、44秒間、自身および半径33m以内の味方最大22体のSTR、DEX、INTを11増加させる。
template-history:10110300001	When you cast 【Holy Light】, reduces the Physical DEF of Undead-property targets and Demon Race targets by 11 for 22 sec.	【ホーリーライト】を発動した時、22秒間、不死属性の対象および悪魔系の対象の物理防御力を11減少させる。
template-history:10110300002	Summon a holy spirit that circles around you and locates one enemy within a 11-meter radius who is under the [Disguise] Status Effect. Removes their [Disguise] Status Effect and deals Holy Ranged Magic damage equal to MATK * 22%. The holy spirit lasts 33 seconds and disappears after Discovering a target.	自身の周囲を旋回する聖霊を召喚し、半径11m以内にいる[変装]状態の敵を1体発見します。対象の[変装]状態を解除し、MATK * 22%の聖属性遠距離魔法ダメージを与えます。聖霊は33秒間持続し、対象を発見すると消滅します。
template-history:10110300003	Restores Life equal to your Magic ATK * 11% + 22 for you and the designated ST ally within 33m. Each Base Lv. gained increases Healing Volume by 44%. When used on an Undead-property enemy, deals Holy-property ranged magic damage equal to your Magic ATK * 55% + 66.	自身と33m以内の指定単体の味方のHPを、自身の魔法攻撃力 * 11% + 22回復します。Base Lv.が1上がるごとに回復量が44%増加します。不死属性の敵へ使用すると、自身の魔法攻撃力 * 55% + 66の聖属性遠距離魔法ダメージを与えます。
template-history:10110300004	Consumes 11 points of Life to increase the caster's and up to 22 allies' AGI by 33, Attack Speed by 44%, and Move Speed by 55% within a 66-meter radius for 77 sec.	11のHPを消費し、77秒間、術者および半径66m以内の味方最大22人のAGIを33、攻撃速度を44%、移動速度を55%増加させる。
template-history:10110300005	Deals Magic ATK * 11% + 22 Holy ranged magic damage to a target ST enemy within 33 meters and removes the target's 【Kyrie Eleison】 effect.	33m以内の対象の敵単体に魔法攻撃力*11%+22の聖属性遠距離魔法ダメージを与え、対象の【キリエエレイソン】効果を解除する。
template-history:10110300006	Increases your damage against Undead Monsters and Demon Race Monsters by 11%.	不死属性モンスターおよび悪魔種族モンスターへの与ダメージが11%増加します。
template-history:10110300007	Reduces the damage you take from Undead Monsters and Demon Race Monsters by 11%.	不死属性モンスターおよび悪魔種族モンスターから受けるダメージが11%減少します。
template-history:10110300008	Removes 【Silence】 and 【Blind】 from the designated ST ally within 11 meters.	11m以内の指定した味方単体から【沈黙】と【暗黒】を解除する。
template-history:10110300009	Recite the Three Bells Sutra, granting you and up to 11 allies within a 22-meter radius 33 Physical DEF and 44 Max Life for 55 seconds.	三鐘経を唱え、55秒間、自身および半径22m以内の最大11名の味方の物理防御力を33、最大HPを44増加させる。
template-history:10110300010	Reduces a selected ST enemy's AGI by 11 and inflicts a 22% 【Slow】 effect for 33 seconds. The enemy must be within 44 meters.	44m以内の選択した単体の敵のAGIを11減少させ、33秒間、22%の【減速】効果を付与する。
template-history:10110300011	Create a circular magic barrier with a 11-meter radius within 22 meters of yourself. The barrier blocks ranged Physical damage taken by a single ally standing inside it. It lasts 33 seconds, can block up to 44 instances of damage, and only one can exist at a time.	自身から22m以内に半径11mの円形魔法バリアを生成します。バリア内にいる味方1人が受ける遠距離物理ダメージを防ぎます。33秒間持続し、最大44回のダメージを防げます。同時に存在できるのは1つだけです。
template-history:10110300012	The temporary Revive skill obtained in the dungeon revives a targeted ST ally who is dead within 11 meters, restoring 22% of their Max Life and 33% of their Max MP. After learning Revive, this skill can no longer be equipped.	ダンジョン内で獲得する一時的な復活スキル。11m以内の死亡した指定単体の味方を復活させ、最大HPの22%と最大MPの33%を回復します。リザレクション習得後、このスキルは装備できなくなります。
template-history:10110300013	When equipped with a 【Mace】 weapon, gain 11 Physical ATK and 22% Normal Attack Crit Chance.	【メイス】を装備している時、物理攻撃力が11、通常攻撃のクリティカル率が22%増加します。
template-history:10110300014	Calls down an Angel's wrath on the designated ST enemy within 11 meters, applying 22% [Damage Taken Increase]. The [Damage Taken Increase] effect lasts 33 seconds and disappears after the target takes damage.	11m以内の指定した単体の敵に天使の怒りを落とし、22%の[被ダメージ増加]を付与します。[被ダメージ増加]は33秒間持続し、対象がダメージを受けると解除されます。
template-history:10110300015	Permanently increases your 11 MP Regen, 22% Max MP Regen, and 33 Magic ATK.	自身の11のSP自然回復、22%の最大SP自然回復、33の魔法攻撃力を永久に増加させる。
template-history:10110300016	When casting 【Healing Skills】, also removes 【Stun】, 【Freeze】, and 【Petrify】 from the target.	【治癒スキル】発動時、ターゲットの【スタン】、【凍結】、【石化】も解除する。
template-history:10110300017	Increases Magic Recovery Speed by 11% and Magic ATK by 22 for you and up to 33 allies within a 44-meter radius for 55 sec.	自身および半径44m以内の最大33名の味方の魔法回復速度を11%、魔法攻撃力を22、55秒間増加させる。
template-history:10110300018	Increases the LUK of up to 11 allies within a 22m radius by 33 for 44 sec.	半径22m以内の最大11人の味方のLUKを44秒間33増加。
template-history:10110300019	Summon a 11m*22m cross within 33m of yourself. For the next 44 sec., it deals Magic ATK*55%+66 Holy ranged magic damage to up to 77 enemies in the area every 88 sec. Damage dealt to enemies of the Undead Race or Demon Race, or with the Shadow property or Undead property, is increased by 99%.	自身から33m以内に11m*22mの十字範囲を召喚します。44秒間、88秒ごとに範囲内の最大77体の敵へ魔法攻撃力*55%+66の聖属性遠距離魔法ダメージを与えます。不死種族、悪魔種族、または闇属性、不死属性の敵へのダメージは99%増加します。
template-history:10110300020	Revive the designated dead ST ally within 11 meters, restoring 22% of their Max Life and 33% of their Max MP.	11メートル以内の指定した戦闘不能の単体の味方を蘇生し、最大HPの22%および最大MPの33%を回復する。
template-history:10110300021	Changes your Basic Attack element and that of a selected ST ally within a 11-meter radius to Holy for 22 seconds.	自身および半径11メートル以内の指定した単体の味方の通常攻撃の属性を、22秒間聖属性に変化させる。
template-history:10110300022	Summon a 11m*22m Holy Spirit blessing area within 33m of yourself. For the next 44 seconds, every 55 seconds, it restores Life equal to your Magic ATK*66%+77 points to up to 88 allies within the area. Undead-property and Demon Race monsters within the area take ranged Holy magic damage equal to your Magic ATK*99%+110.	自身から33m以内に11m*22mの聖霊の祝福エリアを召喚します。44秒間、55秒ごとに範囲内の最大88人の味方のHPを魔法攻撃力*66%+77回復します。範囲内の不死属性および悪魔種族のモンスターには、魔法攻撃力*99%+110の聖属性遠距離魔法ダメージを与えます。
template-history:10110300023	Grants yourself and a designated ST ally within a 11-meter radius a Physical damage absorption shield equal to your Magic ATK*22% for 33 seconds. A target protected by 【Kyrie Eleison】 immediately loses the shield when hit by 【Holy Light】.	自身と11m以内の指定単体の味方へ、自身の魔法攻撃力*22%に相当する物理ダメージ吸収シールドを33秒間付与します。【キリエエレイソン】で守られている対象が【ホーリーライト】を受けると、シールドは即座に消失します。
template-history:10110300024	Deals Holy Ranged Magic damage equal to MATK * 11% + 22 to one designated Enemy within 33 meters. If the target is a Normal Undead Monster, there is a 44% Chance to kill it instantly.	33m以内の指定した敵1体に魔法攻撃力*11%+22の聖属性遠距離魔法ダメージを与える。対象が通常の不死属性モンスターの場合、44%の確率で即死させる。
template-history:10110300025	Increases Physical ATK and Magic ATK by 11 for you and up to 22 allies within a 33m radius for 44 sec.	自身および33m以内の味方最大22人の物理攻撃力と魔法攻撃力を11増加させ、44秒間持続します。
template-history:10110300026	Deals Magic ATK * 11% + 22 Holy ranged magic damage to the target ST enemy within 33 meters, and inflicts 【Silence】 on normal monsters or players for 44 seconds.	33m以内の単体の敵に魔法攻撃力*11%+22の聖属性遠距離魔法ダメージを与え、通常モンスターまたはプレイヤーに44秒間【沈黙】を付与する。
template-history:10110300027	Create a circular magic barrier with a radius of 11 meters within 22 meters of yourself, protecting one ally within its area from incoming melee Physical damage. The barrier lasts 33 seconds and can block up to 44 instances of damage. Only one can exist at a time.	自身から22m以内に半径11mの円形魔法バリアを生成し、範囲内の味方1人を受ける近接物理ダメージから守ります。バリアは33秒間持続し、最大44回のダメージを防げます。同時に存在できるのは1つだけです。
template-history:10110300028	A prayer that blesses others, increasing Cast Speed by 11 for you and up to 22 allies within a 33-meter radius for 44 seconds.	他者を祝福する祈り。44秒間、自身および半径33メートル以内の味方最大22人の詠唱速度を11増加させる。
template-history:10110300029	Bestows an Angel's blessing, increasing Physical DEF and Magic DEF by 11% for you and up to 22 allies within a 33-meter radius, and increasing their healing received by 44% for 55 seconds.	天使の祝福を授け、自身および半径33m以内の味方最大22人の物理防御力と魔法防御力を11%増加させ、55秒間、被回復量を44%増加させる。
template-history:10110300030	Increases your 11% Max MP and 22% MP Recovery Speed. Also grants a 33% increase to the healing provided by your 【Divine Light】.	最大MPが11%、MP回復速度が22%増加します。さらに、【ディバインライト】による回復量が33%増加します。
template-history:10110300031	Reduces the MP cost of skills cast by the user by 11% and increases Magic ATK by 22.	自身が使用するスキルの消費MPが11%減少し、魔法攻撃力が22増加します。
template-history:10110300032	Empowers yourself with the power of the Sanctuary, increasing your Holy damage by 11% for 22 seconds.	サンクチュアリの力を自身に宿し、22秒間、聖属性ダメージを11%増加させる。
template-history:10110300033	Increases your MATK by 11 and increases the damage of [Turn Undead] by 22.	自身のMATKを11増加させ、[ターンアンデッド]のダメージを22増加させる。
template-history:10110300034	Summons a Divine Light spell, restoring HP equal to your MATK * 11% + 22 to You and one designated ally within 33 meters.	ホーリーライトの呪文を呼び起こし、自身および33メートル以内の指定した味方1人のHPを魔法攻撃*11% + 22回復する。
template-history:10110300035	Chants a powerful purification spell, removing [Status Effect] and [Movement Restriction] effects from You and Party Members within a 11-meter radius. For the next 22 seconds, grants them Immunity to up to 33 [Status Effect] and [Movement Restriction] effects. This skill cannot be cast while You are under any control effect.	強力な浄化呪文を詠唱し、自身と半径11m以内のパーティメンバーから[状態異常]と[移動制限]効果を解除します。その後22秒間、最大33回の[状態異常]および[移動制限]効果を無効化します。このスキルは自身が行動妨害を受けている間は使用できません。
template-history:10110300036	Instantly calls down Divine Light, restoring HP equal to your MATK * 11% to You and up to 22 allies within a 33-meter radius, prioritizing Party Members (Dexterity Resonance 44%). Also grants a Shield equal to your MATK * 55% for 66 seconds.	即座に聖光を降らせ、自身のMATK * 11%に相当するHPを自身と33m範囲内の最大22人の味方へ回復します。パーティメンバーを優先します（DEX共鳴 44%）。さらに66秒間、自身のMATK * 55%に相当するシールドを付与します。
template-history:10110300037	Summons sacred lilies to bloom and shower the area with petals, increasing the MATK and PATK of You and Party Members within a 11-meter radius by 22% for 33 seconds.	聖なる百合を咲かせ、花びらを周囲に降らせる。33秒間、自身および半径11m以内のパーティメンバーの魔法攻撃力と物理攻撃力を22%増加させる。
template-history:10110300038	Summons sacred lilies to bloom and shower the area with petals, increasing the MATK and PATK of You and Party Members within a 11-meter radius by 22% for 33 seconds.	聖なる百合を咲かせ、花びらを周囲に降らせる。33秒間、自身および半径11m以内のパーティメンバーの魔法攻撃力と物理攻撃力を22%増加させる。
template-history:10110300039	Summon a Golden Sacred Tree of Life at your location, increasing damage reduction by 11% for you and party Members within a 22-meter radius for 33 seconds. While the effect is active, you and party Members can 【Respawn】 once upon taking lethal damage, returning with 44% of Max Life. (This skill is disabled in PVE dungeons.)	自身の位置に黄金の聖なる生命樹を召喚し、33秒間、自身と半径22m以内のパーティメンバーのダメージ軽減を11%増加させます。効果中、自身とパーティメンバーは致死ダメージを受けた時に1度だけ【リスポーン】し、最大HPの44%で戻ります。（このスキルはPVEダンジョンでは無効です。）
template-history:10110300040	Gain 11% Magic ATK, 22% MP Regen, and 33% Healing Efficiency and Shield Efficiency, plus a shield equal to Max Life * 44%. (Refreshes after taking no damage for 55 sec.)	魔法攻撃力が11%、MP回復が22%、回復効率とシールド効率が33%増加し、さらに最大HP*44%のシールドを獲得する。（55秒間ダメージを受けないと再生成）
template-history:10110300041	Protected by the Sacred Tree Spirit, when you take lethal damage, you gain one chance to 【Respawn】. When triggered, you recover 11% Life and enter the 【Withered】 state for 22 minutes. During this time, 【Respawn】 cannot trigger again.	聖樹の精霊に守られ、致死ダメージを受けると1回だけ【リスポーン】できます。発動時、11%のHPを回復し、22分間【ウィザー】状態になります。効果中、【リスポーン】は再発動できません。
template-history:10110300042	Tree Spirit [Respawn]	ツリースピリット [リスポーン]
template-history:10110300043	Summons the holy light of Judex, dealing Holy ranged magic damage equal to your Magic ATK*11% to a designated ST enemy within 22 meters.	ジュデックスの聖なる光を召喚し、22m以内の指定した敵単体に魔法攻撃力*11%の聖属性遠距離魔法ダメージを与える。
template-history:10110300044	Unleashes a powerful Holy Light, dealing your Magic ATK *11% as ranged Holy magic damage to up to 22 enemies in a targeted area with a 33-meter radius within 44 meters of you, and inflicting 【Immobilize】 and 【Blind】 on enemies hit for 55 seconds.	強力な聖光を放ち、自身から44m以内にある半径33mの対象エリア内の最大22体の敵へ、自身の魔法攻撃力 *11%に相当する聖属性遠距離魔法ダメージを与え、命中した敵へ55秒間【移動不能】と【暗黒】を付与します。
template-history:10110300045	【Judex】 cast by you has a 11% Chance to deal one Extra instance of Neutral ranged magic damage equal to your Magic ATK * 22% to the target, and a 11% Chance to deal one Extra instance of Neutral ranged Physical damage equal to your Magic ATK * 33% to the target. (The two Chances are calculated independently.)	自身が使用した【ジュデックス】は11%の確率で、対象へ魔法攻撃力 * 22%の無属性遠距離魔法ダメージを追加で1回与え、さらに11%の確率で、対象へ魔法攻撃力 * 33%の無属性遠距離物理ダメージを追加で1回与えます。（2つの確率は個別に判定されます。）
template-history:10110300046	Break the Holy seal to unleash a surge of holy spirits, increasing Holy damage by 11% for 22 seconds. During this time, the Chance to trigger 【Duple Light】 becomes 33%.	聖なる封印を破って聖霊の奔流を解き放ち、22秒間、聖属性ダメージを11%増加させる。この間、【デュプレライト】の発動確率が33%になる。
template-history:10110300047	Summons a holy light talisman from the heavens, dealing Holy ranged magic damage equal to Magic ATK*11% to a designated ST enemy within 22 meters and increasing your Holy damage by 33% for 44 seconds.	天より聖光の護符を召喚し、22m以内の指定した単体の敵に魔法攻撃力*11%の聖属性遠距離魔法ダメージを与え、44秒間、自身の聖属性ダメージを33%増加させる。
template-history:10110300048	Draw a holy light magic circle with an Exorciser incantation, dealing Holy ranged magic damage equal to Magic ATK * 11% to up to 22 enemies within the targeted 33-meter-radius area within 44 meters of you (DEX Resonance 55%). For this skill, Uses: +1 every 66 seconds, up to 2.	エクソシストの呪文で聖光の魔法陣を描き、自身から44m以内にある半径33mの対象エリア内の最大22体の敵へ、魔法攻撃力 * 11%の聖属性遠距離魔法ダメージを与えます（DEX共鳴 55%）。このスキルは66秒ごとに使用回数：+1され、最大2回まで蓄積できます。
template-history:10110300049	Strengthens holy power through a prayer of devotion, restoring HP equal to your MATK * 11% + 22 every second to You and Party Members within a 33-meter radius for 44 seconds.	敬虔な祈りによって聖なる力を高め、44秒間、自身および半径33m以内のパーティメンバーのHPを毎秒、自身の魔法攻撃力*11%+22回復する。
template-history:10110300050	Reduces prices by 11% when purchasing items with Minted Coins in certain shops.	一部ショップで鋳造コインを使って購入する際、価格が11%割引。
template-history:10110300051	When dismantling items, the number of Coins obtained increases by 11%.	アイテム分解時に獲得するコイン量 +11%。
template-history:10110300054	Cart-exclusive skill. Merchants gain 11 Extra slots while operating a Stall.	カート専用スキル。マーチャントが露店営業中、追加スロットを11個獲得。
template-history:10110300055	Cart-exclusive skill. Ram enemies with your cart, dealing Physical ATK * 11% + 22 Neutral melee Physical damage to up to 33 selected enemies within 44 meters and up to 55 other enemies within 66 meters of them.	カート専用スキル。カートで敵に突進し、44m以内の選択した最大33体の敵と、その敵から66m以内にいる最大55体の敵に、物理攻撃力 * 11% + 22の無属性近接物理ダメージを与えます。
template-history:10110300056	Consumes 11 Coins to cast, but costs nothing below Base Lv. 22. Strikes fiercely with money, dealing Physical ATK*33%+44 as Neutral melee Physical damage to the selected ST enemy within 55 meters.	発動時に11コインを消費するが、Base Lv.22未満では消費しない。金銭を激しく叩きつけ、55m以内の選択した単体の敵に物理攻撃力*33%+44の無属性近接物理ダメージを与える。
template-history:10110300057	Let out a Crazy Uproar to channel your luck and strength, increasing your and up to 11 allies' STR by 22 and Physical ATK by 33 within a 44-meter radius for 55 sec.	ラウドボイスを上げて幸運と力を引き出し、55秒間、自身および半径44m以内の味方最大11人のSTRを22、物理攻撃力を33増加させる。
template-history:10110300058	Increases Physical ATK by 11 and STR by 22. Increases the duration of Adrenaline Rush, Power Thrust, and Maximize Power by 33 sec.	物理攻撃力を11、STRを22増加させる。アドレナリンラッシュ、オーバートラスト、マキシマイズパワーの持続時間を33秒延長する。
template-history:10110300059	Deepens your understanding of weapons, increasing Physical ATK by 11 and HIT by 22.	武器への理解を深め、物理攻撃力が11、HITが22増加します。
template-history:10110300060	Increases Fire resistance, reducing Fire and Neutral damage taken by 11%.	火属性耐性が上昇し、受ける火・無属性ダメージ -11%。
